,precision,recall,f1-score,support
0,0.9795918367346939,1.0,0.9896907216494846,48.0
1,1.0,1.0,1.0,42.0
2,1.0,1.0,1.0,32.0
3,1.0,0.9333333333333333,0.9655172413793104,45.0
4,1.0,1.0,1.0,43.0
5,0.9814814814814815,1.0,0.9906542056074766,53.0
6,0.9411764705882353,1.0,0.9696969696969697,32.0
7,1.0,1.0,1.0,45.0
8,1.0,0.972972972972973,0.9863013698630136,37.0
9,1.0,1.0,1.0,44.0
10,1.0,1.0,1.0,44.0
11,1.0,1.0,1.0,38.0
12,1.0,1.0,1.0,38.0
13,1.0,1.0,1.0,42.0
14,1.0,1.0,1.0,43.0
accuracy,0.9936102236421726,0.9936102236421726,0.9936102236421726,0.9936102236421726
macro avg,0.9934833192536274,0.9937537537537539,0.9934573672130838,626.0
weighted avg,0.99386034143867,0.9936102236421726,0.9935807621624201,626.0
