,precision,recall,f1-score,support
0,0.9852941176470589,1.0,0.9925925925925926,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,0.9104477611940298,0.953125,67.0
4,1.0,1.0,1.0,66.0
5,1.0,1.0,1.0,74.0
6,0.9130434782608695,1.0,0.9545454545454546,63.0
7,1.0,1.0,1.0,61.0
8,1.0,0.9661016949152542,0.9827586206896551,59.0
9,0.9830508474576272,1.0,0.9914529914529915,58.0
10,1.0,0.9821428571428571,0.990990990990991,56.0
11,0.9855072463768116,1.0,0.9927007299270073,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9904153354632588,0.9904153354632588,0.9904153354632588,0.9904153354632588
macro avg,0.9911263793161579,0.9905794875501428,0.9905444253465794,939.0
weighted avg,0.9910201138647,0.9904153354632588,0.9904000208685437,939.0
