,precision,recall,f1-score,support
0,0.8378378378378378,1.0,0.9117647058823529,31.0
1,1.0,0.6333333333333333,0.7755102040816326,30.0
2,0.8333333333333334,1.0,0.9090909090909091,25.0
3,1.0,1.0,1.0,30.0
4,1.0,1.0,1.0,31.0
5,1.0,0.9777777777777777,0.9887640449438202,45.0
6,0.9642857142857143,1.0,0.9818181818181818,27.0
7,1.0,1.0,1.0,32.0
8,0.8787878787878788,1.0,0.9354838709677419,29.0
9,1.0,0.8666666666666667,0.9285714285714286,30.0
10,1.0,1.0,1.0,38.0
11,1.0,1.0,1.0,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.9659574468085106,0.9659574468085106,0.9659574468085106,0.9659574468085106
macro avg,0.9676163176163176,0.9651851851851851,0.9620668896904045,470.0
weighted avg,0.9709082320784448,0.9659574468085106,0.9643551761252018,470.0
