,precision,recall,f1-score,support
0,1.0,1.0,1.0,11.0
1,1.0,0.07692307692307693,0.14285714285714285,13.0
2,0.75,1.0,0.8571428571428571,9.0
3,0.55,1.0,0.7096774193548387,11.0
4,1.0,1.0,1.0,10.0
5,1.0,1.0,1.0,12.0
6,1.0,1.0,1.0,11.0
7,1.0,1.0,1.0,11.0
8,1.0,1.0,1.0,11.0
9,0.9166666666666666,1.0,0.9565217391304348,11.0
10,1.0,0.9375,0.967741935483871,16.0
11,1.0,1.0,1.0,10.0
12,1.0,1.0,1.0,3.0
13,1.0,1.0,1.0,10.0
14,1.0,1.0,1.0,8.0
accuracy,0.9171974522292994,0.9171974522292994,0.9171974522292994,0.9171974522292994
macro avg,0.9477777777777778,0.9342948717948718,0.9089294062646097,157.0
weighted avg,0.9483014861995753,0.9171974522292994,0.8941623584873154,157.0
