,precision,recall,f1-score,support
0,1.0,1.0,1.0,11.0
1,1.0,1.0,1.0,13.0
2,1.0,0.7777777777777778,0.875,9.0
3,0.3333333333333333,1.0,0.5,11.0
4,0.0,0.0,0.0,10.0
5,1.0,1.0,1.0,12.0
6,1.0,1.0,1.0,11.0
7,1.0,0.2727272727272727,0.42857142857142855,11.0
8,1.0,0.8181818181818182,0.9,11.0
9,1.0,1.0,1.0,11.0
10,1.0,1.0,1.0,16.0
11,1.0,1.0,1.0,10.0
12,1.0,1.0,1.0,3.0
13,1.0,1.0,1.0,10.0
14,1.0,1.0,1.0,8.0
accuracy,0.8598726114649682,0.8598726114649682,0.8598726114649682,0.8598726114649682
macro avg,0.8888888888888888,0.8579124579124578,0.8469047619047619,157.0
weighted avg,0.8895966029723991,0.8598726114649682,0.8470655141037308,157.0
