,precision,recall,f1-score,support
0,0.0,0.0,0.0,93.0
1,1.0,0.9910714285714286,0.9955156950672646,112.0
2,1.0,0.03529411764705882,0.06818181818181818,85.0
3,0.47530864197530864,0.7403846153846154,0.5789473684210527,104.0
4,0.1541038525963149,1.0,0.26705370101596515,92.0
5,0.0,0.0,0.0,114.0
6,0.0,0.0,0.0,89.0
7,0.0,0.0,0.0,87.0
8,1.0,0.07692307692307693,0.14285714285714285,91.0
9,0.9886363636363636,1.0,0.9942857142857143,87.0
10,0.6904761904761905,1.0,0.8169014084507042,87.0
11,0.9591836734693877,1.0,0.9791666666666666,94.0
12,0.989247311827957,0.989247311827957,0.989247311827957,93.0
13,1.0,0.42391304347826086,0.5954198473282443,92.0
14,1.0,0.9550561797752809,0.9770114942528736,89.0
accuracy,0.5493257629524485,0.5493257629524485,0.5493257629524485,0.5493257629524485
macro avg,0.6171304022654349,0.5474593182405119,0.4936392112236936,1409.0
weighted avg,0.6109692765920566,0.5493257629524485,0.4956850777073709,1409.0
