,precision,recall,f1-score,support
0,1.0,1.0,1.0,93.0
1,1.0,1.0,1.0,112.0
2,1.0,1.0,1.0,85.0
3,1.0,1.0,1.0,104.0
4,1.0,1.0,1.0,92.0
5,1.0,1.0,1.0,114.0
6,1.0,1.0,1.0,89.0
7,1.0,1.0,1.0,87.0
8,0.9878048780487805,0.8901098901098901,0.9364161849710982,91.0
9,0.8958333333333334,0.9885057471264368,0.9398907103825137,87.0
10,0.9560439560439561,1.0,0.9775280898876404,87.0
11,1.0,0.8723404255319149,0.9318181818181818,94.0
12,0.9207920792079208,1.0,0.9587628865979382,93.0
13,1.0,1.0,1.0,92.0
14,1.0,1.0,1.0,89.0
accuracy,0.9836763662171752,0.9836763662171752,0.9836763662171752,0.9836763662171752
macro avg,0.9840316164422661,0.9833970708512162,0.9829610702438247,1409.0
weighted avg,0.9848383473701915,0.9836763662171752,0.9835238935417961,1409.0
