,precision,recall,f1-score,support
0,1.0,1.0,1.0,31.0
1,1.0,1.0,1.0,30.0
2,1.0,1.0,1.0,25.0
3,0.967741935483871,1.0,0.9836065573770492,30.0
4,1.0,1.0,1.0,31.0
5,1.0,0.9777777777777777,0.9887640449438202,45.0
6,1.0,1.0,1.0,27.0
7,1.0,1.0,1.0,32.0
8,1.0,1.0,1.0,29.0
9,1.0,1.0,1.0,30.0
10,1.0,1.0,1.0,38.0
11,1.0,1.0,1.0,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.997872340425532,0.997872340425532,0.997872340425532,0.997872340425532
macro avg,0.9978494623655915,0.9985185185185185,0.9981580401547245,470.0
weighted avg,0.9979409746053534,0.997872340425532,0.9978778271144327,470.0
