,precision,recall,f1-score,support
0,0.4625,1.0,0.6324786324786325,74.0
1,0.20190023752969122,1.0,0.3359683794466403,85.0
2,0.0,0.0,0.0,66.0
3,1.0,1.0,1.0,81.0
4,0.0,0.0,0.0,74.0
5,1.0,0.945054945054945,0.9717514124293786,91.0
6,0.0,0.0,0.0,75.0
7,0.0,0.0,0.0,74.0
8,0.0,0.0,0.0,72.0
9,1.0,0.9850746268656716,0.9924812030075187,67.0
10,1.0,1.0,1.0,63.0
11,1.0,0.9866666666666667,0.9932885906040269,75.0
12,1.0,0.22727272727272727,0.37037037037037035,66.0
13,1.0,1.0,1.0,67.0
14,1.0,0.9545454545454546,0.9767441860465116,66.0
accuracy,0.614963503649635,0.614963503649635,0.614963503649635,0.614963503649635
macro avg,0.5776266825019793,0.6065742946936977,0.5515388516255386,1096.0
weighted avg,0.5724329563777588,0.614963503649635,0.5517267839487014,1096.0
