train_loss,train_acc,val_loss,val_acc
1.5294159285176676,0.6309904153354633,1.829865925228253,0.3194888178913738
0.603334059349645,0.939297124600639,4.583228988769336,0.16293929712460065
0.3499023676299439,0.9704472843450479,2.182815953946342,0.36741214057507987
0.23934822912795095,0.9768370607028753,0.9148091885228508,0.7380191693290735
0.16652690469266507,0.9896166134185304,0.9571188669235181,0.5654952076677316
0.13937540214282637,0.9920127795527156,0.7578463158287561,0.7635782747603834
0.10885466506686835,0.9928115015974441,0.9640971399343814,0.6389776357827476
0.09981744148479864,0.9920127795527156,1.126510037400852,0.6325878594249201
0.07534880064927732,0.9912140575079872,0.1727261974598272,0.9744408945686901
0.07664915762199,0.9904153354632588,1.318693003144127,0.5750798722044729
0.06574081317685283,0.9904153354632588,0.8985236323298738,0.6837060702875399
0.07926838856916459,0.9896166134185304,1.8151235428100196,0.3738019169329074
0.06619859408265866,0.9904153354632588,0.6372567131496466,0.7412140575079872
0.050395299784672526,0.9968051118210862,0.10827901102483463,0.9936102236421726
0.04021340234877583,0.9968051118210862,0.3814449275073152,0.8434504792332268
0.04015532735818491,0.9936102236421726,0.4726979926752206,0.865814696485623
0.04241801834049316,0.9920127795527156,0.8944878570568828,0.6773162939297125
0.04391835289546095,0.9936102236421726,0.27453615375981927,0.9137380191693291
0.030310745794361774,0.9976038338658147,0.0296894704786162,0.9904153354632588
0.03274709850359268,0.994408945686901,0.38992504532725664,0.9169329073482428
