,precision,recall,f1-score,support
0,1.0,1.0,1.0,17.0
1,0.8214285714285714,1.0,0.9019607843137255,23.0
2,1.0,0.6875,0.8148148148148148,16.0
3,1.0,1.0,1.0,20.0
4,1.0,0.045454545454545456,0.08695652173913043,22.0
5,1.0,1.0,1.0,23.0
6,1.0,1.0,1.0,20.0
7,1.0,1.0,1.0,23.0
8,1.0,1.0,1.0,19.0
9,1.0,1.0,1.0,25.0
10,1.0,1.0,1.0,31.0
11,0.9166666666666666,1.0,0.9565217391304348,22.0
12,0.3870967741935484,1.0,0.5581395348837209,12.0
13,1.0,1.0,1.0,23.0
14,1.0,1.0,1.0,17.0
accuracy,0.9169329073482428,0.9169329073482428,0.9169329073482428,0.9169329073482428
macro avg,0.941679467485919,0.915530303030303,0.8878928929921218,313.0
weighted avg,0.9575229555905634,0.9169329073482428,0.899157607776319,313.0
