,precision,recall,f1-score,support
0,0.9879518072289156,1.0,0.9939393939393939,82.0
1,1.0,0.9693877551020408,0.9844559585492227,98.0
2,0.9634146341463414,1.0,0.9813664596273292,79.0
3,0.9782608695652174,0.989010989010989,0.9836065573770492,91.0
4,1.0,0.9397590361445783,0.968944099378882,83.0
5,0.9537037037037037,0.9809523809523809,0.9671361502347418,105.0
6,0.9882352941176471,1.0,0.9940828402366864,84.0
7,1.0,1.0,1.0,81.0
8,1.0,0.8765432098765432,0.9342105263157895,81.0
9,0.8876404494382022,1.0,0.9404761904761905,79.0
10,0.9746835443037974,0.9746835443037974,0.9746835443037974,79.0
11,0.9876543209876543,0.975609756097561,0.9815950920245399,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9800319488817891,0.9800319488817891,0.9800319488817891,0.9800319488817891
macro avg,0.9814363082327653,0.9803964447658593,0.9802997874975747,1252.0
weighted avg,0.9811545102573033,0.9800319488817891,0.9799919689304405,1252.0
