,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,0.9859154929577465,0.9929078014184397,71.0
2,0.9824561403508771,1.0,0.9911504424778761,56.0
3,0.9848484848484849,0.9701492537313433,0.9774436090225563,67.0
4,1.0,0.9848484848484849,0.9923664122137404,66.0
5,0.9733333333333334,0.9864864864864865,0.9798657718120806,74.0
6,0.984375,1.0,0.9921259842519685,63.0
7,1.0,1.0,1.0,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,0.9824561403508771,1.0,0.9911504424778761,56.0
11,1.0,0.9852941176470589,0.9925925925925926,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9936102236421726,0.9936102236421726,0.9936102236421726,0.9936102236421726
macro avg,0.9938312732589049,0.9941795890447414,0.9939735370844753,939.0
weighted avg,0.993676494005126,0.9936102236421726,0.9936107655879806,939.0
