,precision,recall,f1-score,support
0,0.0,0.0,0.0,11.0
1,1.0,0.15384615384615385,0.26666666666666666,13.0
2,1.0,1.0,1.0,9.0
3,1.0,1.0,1.0,11.0
4,0.9090909090909091,1.0,0.9523809523809523,10.0
5,1.0,1.0,1.0,12.0
6,1.0,1.0,1.0,11.0
7,0.275,1.0,0.43137254901960786,11.0
8,1.0,0.45454545454545453,0.625,11.0
9,1.0,1.0,1.0,11.0
10,1.0,1.0,1.0,16.0
11,1.0,1.0,1.0,10.0
12,0.0,0.0,0.0,3.0
13,0.9090909090909091,1.0,0.9523809523809523,10.0
14,1.0,1.0,1.0,8.0
accuracy,0.802547770700637,0.802547770700637,0.802547770700637,0.802547770700637
macro avg,0.8062121212121212,0.7738927738927738,0.7485200746965452,157.0
weighted avg,0.8484510712217719,0.802547770700637,0.7779260111687987,157.0
