,precision,recall,f1-score,support
0,1.0,1.0,1.0,82.0
1,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,79.0
3,0.7777777777777778,1.0,0.875,91.0
4,1.0,0.9759036144578314,0.9878048780487805,83.0
5,1.0,0.7714285714285715,0.8709677419354839,105.0
6,1.0,1.0,1.0,84.0
7,1.0,1.0,1.0,81.0
8,1.0,1.0,1.0,81.0
9,1.0,1.0,1.0,79.0
10,1.0,1.0,1.0,79.0
11,1.0,1.0,1.0,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9792332268370607,0.9792332268370607,0.9792332268370607,0.9792332268370607
macro avg,0.9851851851851853,0.9831554790590935,0.982251507998951,1252.0
weighted avg,0.983848065317714,0.9792332268370607,0.9792846787390372,1252.0
