,precision,recall,f1-score,support
0,1.0,1.0,1.0,74.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,66.0
3,1.0,0.9012345679012346,0.948051948051948,81.0
4,0.9487179487179487,1.0,0.9736842105263158,74.0
5,0.978494623655914,1.0,0.9891304347826086,91.0
6,0.974025974025974,1.0,0.9868421052631579,75.0
7,1.0,1.0,1.0,74.0
8,1.0,0.9722222222222222,0.9859154929577465,72.0
9,0.9710144927536232,1.0,0.9852941176470589,67.0
10,0.984375,1.0,0.9921259842519685,63.0
11,1.0,0.9866666666666667,0.9932885906040269,75.0
12,1.0,1.0,1.0,66.0
13,1.0,1.0,1.0,67.0
14,1.0,1.0,1.0,66.0
accuracy,0.989963503649635,0.989963503649635,0.989963503649635,0.989963503649635
macro avg,0.9904418692768974,0.9906748971193414,0.9902888589389888,1096.0
weighted avg,0.9903044553141033,0.989963503649635,0.9898449539321132,1096.0
