train_loss,train_acc,val_loss,val_acc
2.6774041591546474,0.1282051282051282,4.722560614199398,0.0660042583392477
1.9108930000892053,0.4935897435897436,4.898292501570063,0.0631653655074521
1.6184248465758104,0.6217948717948718,4.592604614979329,0.0631653655074521
1.321521593974187,0.7435897435897436,3.628938011111225,0.063875088715401
1.1807387792147124,0.8012820512820513,2.64400395668509,0.22143364088005676
1.019353802387531,0.8910256410256411,2.4313733682639214,0.319375443577005
0.9300227822401584,0.8974358974358975,2.5958663122801173,0.3094393186657204
0.7947714466315049,0.9615384615384616,2.7038215771899146,0.27466288147622425
0.7355134945649368,0.9423076923076923,2.2517662772563773,0.38892831795599714
0.6803627258692032,0.9615384615384616,3.050101896141166,0.20156139105748758
0.6023637988628485,0.9551282051282052,4.228452313614704,0.06529453513129879
0.5445502675496615,0.9743589743589743,3.4886629893646077,0.06458481192334989
0.4720867620064662,0.9871794871794872,1.818211346843549,0.43931866572036904
0.4246780520830399,0.9935897435897436,1.7103886274347244,0.518097941802697
0.3807731576454945,0.9871794871794872,1.6130255322832008,0.48828956706884313
0.32954354163927907,0.9935897435897436,1.502462073875032,0.6139105748757985
0.33609422124349153,0.9935897435897436,1.3084087308371972,0.7643718949609652
0.2524499556957147,1.0,1.1568490930742368,0.7175301632363378
0.2644467709156183,0.9935897435897436,0.8968208313961246,0.7828246983676366
0.25428677178346193,0.9935897435897436,0.7285933374850948,0.8055358410220014
