,precision,recall,f1-score,support
0,0.9789473684210527,1.0,0.9893617021276596,93.0
1,0.9908256880733946,0.9642857142857143,0.9773755656108597,112.0
2,0.9540229885057471,0.9764705882352941,0.9651162790697675,85.0
3,1.0,0.9038461538461539,0.9494949494949495,104.0
4,0.9891304347826086,0.9891304347826086,0.9891304347826086,92.0
5,0.9658119658119658,0.9912280701754386,0.9783549783549783,114.0
6,0.9270833333333334,1.0,0.9621621621621622,89.0
7,1.0,1.0,1.0,87.0
8,0.9574468085106383,0.989010989010989,0.972972972972973,91.0
9,1.0,0.9540229885057471,0.9764705882352941,87.0
10,0.8173076923076923,0.9770114942528736,0.8900523560209425,87.0
11,0.9726027397260274,0.7553191489361702,0.8502994011976048,94.0
12,0.9587628865979382,1.0,0.9789473684210527,93.0
13,1.0,1.0,1.0,92.0
14,1.0,1.0,1.0,89.0
accuracy,0.9659332860184529,0.9659332860184529,0.9659332860184529,0.9659332860184529
macro avg,0.9674627937380266,0.9666883721353994,0.965315917230057,1409.0
weighted avg,0.9684475173262523,0.9659332860184529,0.9654522680952161,1409.0
