,precision,recall,f1-score,support
0,1.0,1.0,1.0,74.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,66.0
3,1.0,0.19753086419753085,0.32989690721649484,81.0
4,0.6548672566371682,1.0,0.7914438502673797,74.0
5,1.0,1.0,1.0,91.0
6,0.7653061224489796,1.0,0.8670520231213873,75.0
7,0.961038961038961,1.0,0.9801324503311258,74.0
8,1.0,1.0,1.0,72.0
9,1.0,1.0,1.0,67.0
10,1.0,1.0,1.0,63.0
11,1.0,0.9866666666666667,0.9932885906040269,75.0
12,1.0,1.0,1.0,66.0
13,0.9852941176470589,1.0,0.9925925925925926,67.0
14,1.0,1.0,1.0,66.0
accuracy,0.9397810218978102,0.9397810218978102,0.9397810218978102,0.9397810218978102
macro avg,0.9577670971848112,0.9456131687242799,0.9302937609422005,1096.0
weighted avg,0.9571074134799816,0.9397810218978102,0.9250433808959263,1096.0
