,precision,recall,f1-score,support
0,1.0,1.0,1.0,74.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,66.0
3,0.9876543209876543,0.9876543209876543,0.9876543209876543,81.0
4,0.9736842105263158,1.0,0.9866666666666667,74.0
5,0.989010989010989,0.989010989010989,0.989010989010989,91.0
6,1.0,0.9733333333333334,0.9864864864864865,75.0
7,1.0,1.0,1.0,74.0
8,1.0,1.0,1.0,72.0
9,1.0,1.0,1.0,67.0
10,1.0,1.0,1.0,63.0
11,1.0,1.0,1.0,75.0
12,1.0,1.0,1.0,66.0
13,1.0,1.0,1.0,67.0
14,1.0,1.0,1.0,66.0
accuracy,0.9963503649635036,0.9963503649635036,0.9963503649635036,0.9963503649635036
macro avg,0.9966899680349973,0.9966665762221318,0.9966545642101198,1096.0
weighted avg,0.9963983864771419,0.9963503649635036,0.996350200565529,1096.0
