,precision,recall,f1-score,support
0,1.0,0.5882352941176471,0.7407407407407407,17.0
1,0.7666666666666667,1.0,0.8679245283018868,23.0
2,1.0,1.0,1.0,16.0
3,1.0,1.0,1.0,20.0
4,1.0,1.0,1.0,22.0
5,1.0,1.0,1.0,23.0
6,1.0,1.0,1.0,20.0
7,1.0,1.0,1.0,23.0
8,1.0,0.9473684210526315,0.972972972972973,19.0
9,1.0,0.92,0.9583333333333334,25.0
10,0.9393939393939394,1.0,0.96875,31.0
11,0.9565217391304348,1.0,0.9777777777777777,22.0
12,1.0,1.0,1.0,12.0
13,1.0,1.0,1.0,23.0
14,1.0,1.0,1.0,17.0
accuracy,0.9680511182108626,0.9680511182108626,0.9680511182108626,0.9680511182108626
macro avg,0.9775054896794028,0.9637069143446853,0.9657666235417808,313.0
weighted avg,0.9737956029246486,0.9680511182108626,0.9665879797906292,313.0
