,precision,recall,f1-score,support
0,1.0,1.0,1.0,31.0
1,1.0,1.0,1.0,30.0
2,1.0,1.0,1.0,25.0
3,1.0,0.6333333333333333,0.7755102040816326,30.0
4,1.0,0.8709677419354839,0.9310344827586207,31.0
5,0.7377049180327869,1.0,0.8490566037735849,45.0
6,0.8888888888888888,0.8888888888888888,0.8888888888888888,27.0
7,1.0,1.0,1.0,32.0
8,1.0,1.0,1.0,29.0
9,1.0,1.0,1.0,30.0
10,1.0,0.9736842105263158,0.9866666666666667,38.0
11,1.0,1.0,1.0,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.9595744680851064,0.9595744680851064,0.9595744680851064,0.9595744680851064
macro avg,0.9751062537947784,0.9577916116456014,0.9620771230779596,470.0
weighted avg,0.9685036623648413,0.9595744680851064,0.959209054449172,470.0
