,precision,recall,f1-score,support
0,0.34831460674157305,1.0,0.5166666666666667,93.0
1,0.0,0.0,0.0,112.0
2,1.0,0.8470588235294118,0.9171974522292994,85.0
3,1.0,0.19230769230769232,0.3225806451612903,104.0
4,0.8333333333333334,0.05434782608695652,0.10204081632653061,92.0
5,0.0,0.0,0.0,114.0
6,0.3016949152542373,1.0,0.4635416666666667,89.0
7,1.0,0.022988505747126436,0.0449438202247191,87.0
8,1.0,0.26373626373626374,0.41739130434782606,91.0
9,1.0,0.08045977011494253,0.14893617021276595,87.0
10,0.54375,1.0,0.7044534412955465,87.0
11,0.0,0.0,0.0,94.0
12,0.2273838630806846,1.0,0.3705179282868526,93.0
13,1.0,0.9782608695652174,0.989010989010989,92.0
14,1.0,0.6404494382022472,0.7808219178082192,89.0
accuracy,0.45351312987934705,0.45351312987934705,0.45351312987934705,0.45351312987934705
macro avg,0.6169651145606553,0.4719739459526572,0.3852068545491581,1409.0
weighted avg,0.5957159132844314,0.45351312987934705,0.36996528050580874,1409.0
