,precision,recall,f1-score,support
0,1.0,1.0,1.0,31.0
1,1.0,1.0,1.0,30.0
2,1.0,0.92,0.9583333333333334,25.0
3,1.0,1.0,1.0,30.0
4,1.0,0.7096774193548387,0.8301886792452831,31.0
5,1.0,1.0,1.0,45.0
6,0.7297297297297297,1.0,0.84375,27.0
7,1.0,1.0,1.0,32.0
8,1.0,1.0,1.0,29.0
9,0.967741935483871,1.0,0.9836065573770492,30.0
10,1.0,1.0,1.0,38.0
11,1.0,1.0,1.0,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.9765957446808511,0.9765957446808511,0.9765957446808511,0.9765957446808511
macro avg,0.9798314443475734,0.9753118279569892,0.9743919046637111,470.0
weighted avg,0.9824148101430188,0.9765957446808511,0.9765609130026566,470.0
