,precision,recall,f1-score,support
0,1.0,1.0,1.0,31.0
1,1.0,1.0,1.0,30.0
2,1.0,1.0,1.0,25.0
3,1.0,0.9666666666666667,0.9830508474576272,30.0
4,1.0,1.0,1.0,31.0
5,1.0,1.0,1.0,45.0
6,0.9642857142857143,1.0,0.9818181818181818,27.0
7,1.0,1.0,1.0,32.0
8,0.9666666666666667,1.0,0.9830508474576272,29.0
9,1.0,0.9666666666666667,0.9830508474576272,30.0
10,1.0,1.0,1.0,38.0
11,1.0,1.0,1.0,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.9957446808510638,0.9957446808510638,0.9957446808510638,0.9957446808510638
macro avg,0.9953968253968254,0.9955555555555555,0.9953980482794041,470.0
weighted avg,0.9958915906788247,0.9957446808510638,0.9957459921974888,470.0
