,precision,recall,f1-score,support
0,0.09984152139461172,1.0,0.18155619596541786,63.0
1,0.0,0.0,0.0,56.0
2,0.0,0.0,0.0,46.0
3,1.0,0.03636363636363636,0.07017543859649122,55.0
4,0.0,0.0,0.0,53.0
5,0.0,0.0,0.0,63.0
6,0.0,0.0,0.0,51.0
7,1.0,0.7924528301886793,0.8842105263157894,53.0
8,0.0,0.0,0.0,47.0
9,0.9423076923076923,1.0,0.9702970297029703,49.0
10,0.0,0.0,0.0,48.0
11,1.0,0.03773584905660377,0.07272727272727272,53.0
12,0.0,0.0,0.0,44.0
13,1.0,0.6274509803921569,0.7710843373493976,51.0
14,1.0,0.43137254901960786,0.6027397260273972,51.0
accuracy,0.2707535121328225,0.2707535121328225,0.2707535121328225,0.2707535121328225
macro avg,0.4028099475801536,0.26169172300137894,0.23685270177898243,783.0
weighted avg,0.40289028450949865,0.2707535121328225,0.23451465454096135,783.0
