,precision,recall,f1-score,support
0,1.0,0.47297297297297297,0.6422018348623854,74.0
1,0.0,0.0,0.0,85.0
2,0.0,0.0,0.0,66.0
3,1.0,0.691358024691358,0.8175182481751825,81.0
4,0.0,0.0,0.0,74.0
5,0.0,0.0,0.0,91.0
6,0.1391465677179963,1.0,0.24429967426710097,75.0
7,1.0,0.04054054054054054,0.07792207792207792,74.0
8,1.0,0.8194444444444444,0.9007633587786259,72.0
9,1.0,0.47761194029850745,0.6464646464646465,67.0
10,0.0,0.0,0.0,63.0
11,1.0,0.6666666666666666,0.8,75.0
12,1.0,0.2727272727272727,0.42857142857142855,66.0
13,1.0,0.9701492537313433,0.9848484848484849,67.0
14,0.27615062761506276,1.0,0.43278688524590164,66.0
accuracy,0.4187956204379562,0.4187956204379562,0.4187956204379562,0.4187956204379562
macro avg,0.561019813022204,0.4274314077382071,0.3983584426090557,1096.0
weighted avg,0.5516988448918283,0.4187956204379562,0.3912711802557092,1096.0
