,precision,recall,f1-score,support
0,1.0,1.0,1.0,31.0
1,1.0,1.0,1.0,30.0
2,1.0,1.0,1.0,25.0
3,1.0,0.9333333333333333,0.9655172413793104,30.0
4,1.0,1.0,1.0,31.0
5,0.9782608695652174,1.0,0.989010989010989,45.0
6,0.9642857142857143,1.0,0.9818181818181818,27.0
7,1.0,1.0,1.0,32.0
8,1.0,1.0,1.0,29.0
9,1.0,1.0,1.0,30.0
10,1.0,1.0,1.0,38.0
11,1.0,1.0,1.0,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.9957446808510638,0.9957446808510638,0.9957446808510638,0.9957446808510638
macro avg,0.9961697722567288,0.9955555555555555,0.9957564274805654,470.0
weighted avg,0.9958669221620193,0.9957446808510638,0.9957023460765208,470.0
