,precision,recall,f1-score,support
0,1.0,1.0,1.0,31.0
1,1.0,1.0,1.0,30.0
2,1.0,1.0,1.0,25.0
3,1.0,0.9666666666666667,0.9830508474576272,30.0
4,1.0,1.0,1.0,31.0
5,0.9782608695652174,1.0,0.989010989010989,45.0
6,1.0,1.0,1.0,27.0
7,1.0,1.0,1.0,32.0
8,1.0,1.0,1.0,29.0
9,1.0,1.0,1.0,30.0
10,1.0,0.9736842105263158,0.9866666666666667,38.0
11,0.9696969696969697,1.0,0.9846153846153847,32.0
12,1.0,1.0,1.0,28.0
13,1.0,1.0,1.0,32.0
14,1.0,1.0,1.0,30.0
accuracy,0.9957446808510638,0.9957446808510638,0.9957446808510638,0.9957446808510638
macro avg,0.9965305226174792,0.9960233918128655,0.9962229258500445,470.0
weighted avg,0.9958554088526336,0.9957446808510638,0.9957405224898914,470.0
