,precision,recall,f1-score,support
0,0.9761904761904762,1.0,0.9879518072289156,82.0
1,1.0,1.0,1.0,98.0
2,0.9873417721518988,0.9873417721518988,0.9873417721518988,79.0
3,1.0,0.9230769230769231,0.96,91.0
4,0.9880952380952381,1.0,0.9940119760479041,83.0
5,0.9904761904761905,0.9904761904761905,0.9904761904761905,105.0
6,0.9333333333333333,1.0,0.9655172413793104,84.0
7,1.0,1.0,1.0,81.0
8,0.9875,0.9753086419753086,0.9813664596273292,81.0
9,1.0,0.9873417721518988,0.9936305732484076,79.0
10,0.9186046511627907,1.0,0.9575757575757575,79.0
11,1.0,0.9146341463414634,0.9554140127388535,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9848242811501597,0.9848242811501597,0.9848242811501597,0.9848242811501597
macro avg,0.9854361107606618,0.9852119630782455,0.9848857193649712,1252.0
weighted avg,0.9856364147375274,0.9848242811501597,0.9847910725959408,1252.0
