,precision,recall,f1-score,support
0,0.9761904761904762,1.0,0.9879518072289156,82.0
1,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,79.0
3,1.0,0.9120879120879121,0.9540229885057471,91.0
4,0.9764705882352941,1.0,0.9880952380952381,83.0
5,0.9905660377358491,1.0,0.995260663507109,105.0
6,0.9438202247191011,1.0,0.9710982658959537,84.0
7,1.0,1.0,1.0,81.0
8,1.0,0.9753086419753086,0.9875,81.0
9,1.0,1.0,1.0,79.0
10,1.0,1.0,1.0,79.0
11,1.0,1.0,1.0,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9920127795527156,0.9920127795527156,0.9920127795527156,0.9920127795527156
macro avg,0.992469821792048,0.9924931036042147,0.9922619308821976,1252.0
weighted avg,0.9923202960941031,0.9920127795527156,0.9919346397062343,1252.0
