,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,1.0,1.0,67.0
4,0.7951807228915663,1.0,0.8859060402684564,66.0
5,1.0,0.5540540540540541,0.7130434782608696,74.0
6,0.7777777777777778,1.0,0.875,63.0
7,1.0,0.9672131147540983,0.9833333333333333,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9627263045793397,0.9627263045793397,0.9627263045793397,0.9627263045793397
macro avg,0.9715305667112896,0.9680844779205434,0.963818856790844,939.0
weighted avg,0.9706942787122933,0.9627263045793397,0.9598970706947346,939.0
