,precision,recall,f1-score,support
0,1.0,0.9850746268656716,0.9924812030075187,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,0.5877192982456141,1.0,0.7403314917127072,67.0
4,1.0,0.30303030303030304,0.46511627906976744,66.0
5,1.0,1.0,1.0,74.0
6,1.0,1.0,1.0,63.0
7,1.0,1.0,1.0,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,1.0,0.7321428571428571,0.845360824742268,56.0
11,0.6938775510204082,1.0,0.8192771084337349,68.0
12,1.0,0.7413793103448276,0.8514851485148515,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9179978700745474,0.9179978700745474,0.9179978700745474,0.9179978700745474
macro avg,0.9521064566177347,0.9174418064922439,0.9142701370320566,939.0
weighted avg,0.948414128276724,0.9179978700745474,0.911856563512015,939.0
