,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,0.9402985074626866,0.9692307692307692,67.0
4,1.0,1.0,1.0,66.0
5,1.0,1.0,1.0,74.0
6,0.9402985074626866,1.0,0.9692307692307692,63.0
7,1.0,1.0,1.0,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9957401490947817,0.9957401490947817,0.9957401490947817,0.9957401490947817
macro avg,0.9960199004975123,0.9960199004975123,0.995897435897436,939.0
weighted avg,0.9959944685518097,0.9957401490947817,0.9957401490947817,939.0
