,precision,recall,f1-score,support
0,0.9761904761904762,1.0,0.9879518072289156,82.0
1,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,79.0
3,1.0,0.8791208791208791,0.935672514619883,91.0
4,0.9764705882352941,1.0,0.9880952380952381,83.0
5,0.963302752293578,1.0,0.9813084112149533,105.0
6,0.9438202247191011,1.0,0.9710982658959537,84.0
7,1.0,1.0,1.0,81.0
8,1.0,0.9753086419753086,0.9875,81.0
9,1.0,1.0,1.0,79.0
10,0.9294117647058824,1.0,0.9634146341463414,79.0
11,1.0,0.926829268292683,0.9620253164556962,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9848242811501597,0.9848242811501597,0.9848242811501597,0.9848242811501597
macro avg,0.9859463870762888,0.9854172526259248,0.9851377458437988,1252.0
weighted avg,0.985579788458581,0.9848242811501597,0.9846350809463607,1252.0
