,precision,recall,f1-score,support
0,1.0,1.0,1.0,74.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,66.0
3,1.0,0.9135802469135802,0.9548387096774194,81.0
4,1.0,1.0,1.0,74.0
5,0.9891304347826086,1.0,0.994535519125683,91.0
6,0.9259259259259259,1.0,0.9615384615384616,75.0
7,1.0,1.0,1.0,74.0
8,1.0,0.9444444444444444,0.9714285714285714,72.0
9,0.9436619718309859,1.0,0.9710144927536232,67.0
10,1.0,0.9841269841269841,0.992,63.0
11,0.9868421052631579,1.0,0.9933774834437086,75.0
12,1.0,1.0,1.0,66.0
13,1.0,1.0,1.0,67.0
14,1.0,1.0,1.0,66.0
accuracy,0.9890510948905109,0.9890510948905109,0.9890510948905109,0.9890510948905109
macro avg,0.9897040291868452,0.9894767783656673,0.9892488825311645,1096.0
weighted avg,0.9896841460009806,0.9890510948905109,0.9890147734993804,1096.0
