,precision,recall,f1-score,support
0,1.0,1.0,1.0,93.0
1,0.9876543209876543,0.7142857142857143,0.8290155440414507,112.0
2,0.7241379310344828,0.9882352941176471,0.835820895522388,85.0
3,1.0,0.9807692307692307,0.9902912621359223,104.0
4,0.989247311827957,1.0,0.9945945945945946,92.0
5,1.0,1.0,1.0,114.0
6,0.9888888888888889,1.0,0.994413407821229,89.0
7,1.0,1.0,1.0,87.0
8,1.0,0.9010989010989011,0.9479768786127167,91.0
9,0.90625,1.0,0.9508196721311475,87.0
10,0.6492537313432836,1.0,0.7873303167420814,87.0
11,1.0,0.4787234042553192,0.6474820143884892,94.0
12,0.9789473684210527,1.0,0.9893617021276596,93.0
13,1.0,1.0,1.0,92.0
14,1.0,1.0,1.0,89.0
accuracy,0.9339957416607523,0.9339957416607523,0.9339957416607523,0.9339957416607523
macro avg,0.9482919701668879,0.9375408363017875,0.9311404192078453,1409.0
weighted avg,0.9521375456194854,0.9339957416607523,0.9313337096870774,1409.0
