,precision,recall,f1-score,support
0,1.0,1.0,1.0,82.0
1,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,79.0
3,1.0,1.0,1.0,91.0
4,1.0,1.0,1.0,83.0
5,1.0,0.9904761904761905,0.9952153110047847,105.0
6,0.9882352941176471,1.0,0.9940828402366864,84.0
7,1.0,1.0,1.0,81.0
8,1.0,1.0,1.0,81.0
9,1.0,1.0,1.0,79.0
10,0.9518072289156626,1.0,0.9753086419753086,79.0
11,1.0,0.9512195121951219,0.975,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9960063897763578,0.9960063897763578,0.9960063897763578,0.9960063897763578
macro avg,0.9960028348688873,0.9961130468447542,0.9959737862144519,1252.0
weighted avg,0.9961697570209423,0.9960063897763578,0.9960063490027423,1252.0
