,precision,recall,f1-score,support
0,0.9852941176470589,1.0,0.9925925925925926,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,0.9253731343283582,0.9612403100775194,67.0
4,0.9850746268656716,1.0,0.9924812030075187,66.0
5,0.9736842105263158,1.0,0.9866666666666667,74.0
6,0.9692307692307692,1.0,0.984375,63.0
7,1.0,1.0,1.0,61.0
8,1.0,0.9830508474576272,0.9914529914529915,59.0
9,1.0,1.0,1.0,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9936102236421726,0.9936102236421726,0.9936102236421726,0.9936102236421726
macro avg,0.9942189149513211,0.9938949321190658,0.9939205842531526,939.0
weighted avg,0.9937633666623782,0.9936102236421726,0.9935412659280657,939.0
