,precision,recall,f1-score,support
0,1.0,1.0,1.0,82.0
1,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,79.0
3,1.0,0.945054945054945,0.9717514124293786,91.0
4,1.0,1.0,1.0,83.0
5,1.0,0.9619047619047619,0.9805825242718447,105.0
6,0.9438202247191011,1.0,0.9710982658959537,84.0
7,0.9529411764705882,1.0,0.9759036144578314,81.0
8,1.0,1.0,1.0,81.0
9,1.0,1.0,1.0,79.0
10,1.0,1.0,1.0,79.0
11,1.0,1.0,1.0,82.0
12,1.0,1.0,1.0,78.0
13,1.0,1.0,1.0,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.9928115015974441,0.9928115015974441,0.9928115015974441,0.9928115015974441
macro avg,0.9931174267459792,0.9937973137973138,0.9932890544703338,1252.0
weighted avg,0.9931862094013754,0.9928115015974441,0.9928202801006083,1252.0
