,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,1.0,0.9701492537313433,0.9848484848484849,67.0
4,1.0,1.0,1.0,66.0
5,1.0,1.0,1.0,74.0
6,0.9692307692307692,1.0,0.984375,63.0
7,1.0,1.0,1.0,61.0
8,1.0,1.0,1.0,59.0
9,1.0,1.0,1.0,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9978700745473909,0.9978700745473909,0.9978700745473909,0.9978700745473909
macro avg,0.997948717948718,0.9980099502487562,0.9979482323232323,939.0
weighted avg,0.9979356107151635,0.9978700745473909,0.997870578791106,939.0
