,precision,recall,f1-score,support
0,1.0,1.0,1.0,67.0
1,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,56.0
3,0.9705882352941176,0.9850746268656716,0.9777777777777777,67.0
4,1.0,0.9696969696969697,0.9846153846153847,66.0
5,0.9864864864864865,0.9864864864864865,0.9864864864864865,74.0
6,0.984375,1.0,0.9921259842519685,63.0
7,1.0,1.0,1.0,61.0
8,1.0,0.9491525423728814,0.9739130434782609,59.0
9,0.9508196721311475,1.0,0.9747899159663865,58.0
10,1.0,1.0,1.0,56.0
11,1.0,1.0,1.0,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.9925452609158679,0.9925452609158679,0.9925452609158679,0.9925452609158679
macro avg,0.9928179595941168,0.9926940416948006,0.9926472395050843,939.0
weighted avg,0.9927503490397362,0.9925452609158679,0.9925435018049715,939.0
