,precision,recall,f1-score,support
0,1.0,0.6829268292682927,0.8115942028985508,82.0
1,1.0,0.9081632653061225,0.9518716577540107,98.0
2,0.3134920634920635,1.0,0.4773413897280967,79.0
3,1.0,1.0,1.0,91.0
4,1.0,0.927710843373494,0.9625,83.0
5,1.0,1.0,1.0,105.0
6,0.0,0.0,0.0,84.0
7,1.0,0.32098765432098764,0.48598130841121495,81.0
8,0.0,0.0,0.0,81.0
9,1.0,0.5822784810126582,0.736,79.0
10,0.5939849624060151,1.0,0.7452830188679245,79.0
11,0.9534883720930233,1.0,0.9761904761904762,82.0
12,1.0,0.21794871794871795,0.35789473684210527,78.0
13,0.38,1.0,0.5507246376811594,76.0
14,1.0,1.0,1.0,74.0
accuracy,0.7164536741214057,0.7164536741214057,0.7164536741214057,0.7164536741214057
macro avg,0.7493976931994069,0.7093343860820182,0.6703587618915692,1252.0
weighted avg,0.758591638624262,0.7164536741214057,0.6818178453219166,1252.0
