,precision,recall,f1-score,support
0,0.0,0.0,0.0,63.0
1,0.0,0.0,0.0,56.0
2,0.16666666666666666,1.0,0.2857142857142857,46.0
3,0.0,0.0,0.0,55.0
4,0.0,0.0,0.0,53.0
5,0.0,0.0,0.0,63.0
6,0.16558441558441558,1.0,0.2841225626740947,51.0
7,0.0,0.0,0.0,53.0
8,0.42990654205607476,0.9787234042553191,0.5974025974025974,47.0
9,0.0,0.0,0.0,49.0
10,0.0,0.0,0.0,48.0
11,0.6375,0.9622641509433962,0.7669172932330827,53.0
12,1.0,0.18181818181818182,0.3076923076923077,44.0
13,0.0,0.0,0.0,51.0
14,1.0,0.0784313725490196,0.14545454545454545,51.0
accuracy,0.26309067688378035,0.26309067688378035,0.26309067688378035,0.26309067688378035
macro avg,0.22664384162047713,0.28008247397106106,0.15915357281139422,783.0
weighted avg,0.21086153172172079,0.26309067688378035,0.1498266792019857,783.0
