,precision,recall,f1-score,support
0,1.0,1.0,1.0,74.0
1,0.0,0.0,0.0,85.0
2,0.44594594594594594,1.0,0.616822429906542,66.0
3,1.0,0.9876543209876543,0.9937888198757764,81.0
4,1.0,1.0,1.0,74.0
5,1.0,0.945054945054945,0.9717514124293786,91.0
6,0.8928571428571429,1.0,0.9433962264150944,75.0
7,1.0,1.0,1.0,74.0
8,1.0,1.0,1.0,72.0
9,1.0,1.0,1.0,67.0
10,0.0,0.0,0.0,63.0
11,0.5434782608695652,1.0,0.704225352112676,75.0
12,1.0,1.0,1.0,66.0
13,1.0,1.0,1.0,67.0
14,1.0,1.0,1.0,66.0
accuracy,0.8594890510948905,0.8594890510948905,0.8594890510948905,0.8594890510948905
macro avg,0.792152089978177,0.8621806177361734,0.8153322827159645,1096.0
weighted avg,0.7930269960875325,0.8594890510948905,0.8149709595843302,1096.0
