,precision,recall,f1-score,support
0,0.0,0.0,0.0,67.0
1,0.0,0.0,0.0,71.0
2,0.3111111111111111,1.0,0.4745762711864407,56.0
3,0.0,0.0,0.0,67.0
4,0.34554973821989526,1.0,0.5136186770428015,66.0
5,1.0,0.17567567567567569,0.2988505747126437,74.0
6,0.9682539682539683,0.9682539682539683,0.9682539682539683,63.0
7,1.0,1.0,1.0,61.0
8,1.0,0.288135593220339,0.4473684210526316,59.0
9,0.3493975903614458,1.0,0.5178571428571429,58.0
10,0.0,0.0,0.0,56.0
11,0.9066666666666666,1.0,0.951048951048951,68.0
12,1.0,1.0,1.0,58.0
13,1.0,1.0,1.0,56.0
14,1.0,1.0,1.0,59.0
accuracy,0.610223642172524,0.610223642172524,0.610223642172524,0.610223642172524
macro avg,0.5920652716408725,0.6288043491433322,0.5447716004103053,939.0
weighted avg,0.5858859409148376,0.610223642172524,0.5310882068148556,939.0
