,precision,recall,f1-score,support
0,1.0,1.0,1.0,93.0
1,1.0,1.0,1.0,112.0
2,1.0,1.0,1.0,85.0
3,0.9393939393939394,0.8942307692307693,0.916256157635468,104.0
4,0.9662921348314607,0.9347826086956522,0.9502762430939227,92.0
5,1.0,1.0,1.0,114.0
6,0.9175257731958762,1.0,0.956989247311828,89.0
7,1.0,1.0,1.0,87.0
8,1.0,1.0,1.0,91.0
9,1.0,1.0,1.0,87.0
10,0.9886363636363636,1.0,0.9942857142857143,87.0
11,1.0,0.9787234042553191,0.989247311827957,94.0
12,0.9893617021276596,1.0,0.9946524064171123,93.0
13,1.0,1.0,1.0,92.0
14,1.0,1.0,1.0,89.0
accuracy,0.9865152590489709,0.9865152590489709,0.9865152590489709,0.9865152590489709
macro avg,0.9867473275456866,0.9871824521454494,0.9867804720381336,1409.0
weighted avg,0.9867123079135082,0.9865152590489709,0.986432133442838,1409.0
