,precision,recall,f1-score,support
0,1.0,1.0,1.0,17.0
1,0.9583333333333334,1.0,0.9787234042553191,23.0
2,1.0,1.0,1.0,16.0
3,1.0,1.0,1.0,20.0
4,1.0,1.0,1.0,22.0
5,1.0,1.0,1.0,23.0
6,1.0,1.0,1.0,20.0
7,1.0,1.0,1.0,23.0
8,1.0,0.9473684210526315,0.972972972972973,19.0
9,1.0,1.0,1.0,25.0
10,1.0,0.967741935483871,0.9836065573770492,31.0
11,0.9565217391304348,1.0,0.9777777777777777,22.0
12,1.0,1.0,1.0,12.0
13,1.0,1.0,1.0,23.0
14,1.0,1.0,1.0,17.0
accuracy,0.9936102236421726,0.9936102236421726,0.9936102236421726,0.9936102236421726
macro avg,0.9943236714975846,0.9943406904357668,0.9942053808255413,313.0
weighted avg,0.9938822521646525,0.9936102236421726,0.9936103487992284,313.0
