,precision,recall,f1-score,support
0,1.0,0.9047619047619048,0.95,63.0
1,1.0,1.0,1.0,56.0
2,0.9387755102040817,1.0,0.968421052631579,46.0
3,0.0,0.0,0.0,55.0
4,0.0,0.0,0.0,53.0
5,1.0,0.9841269841269841,0.992,63.0
6,0.6623376623376623,1.0,0.796875,51.0
7,1.0,0.6037735849056604,0.7529411764705882,53.0
8,0.47959183673469385,1.0,0.6482758620689655,47.0
9,1.0,0.9795918367346939,0.9896907216494846,49.0
10,0.46153846153846156,1.0,0.631578947368421,48.0
11,1.0,1.0,1.0,53.0
12,1.0,1.0,1.0,44.0
13,1.0,1.0,1.0,51.0
14,0.9807692307692307,1.0,0.9902912621359223,51.0
accuracy,0.8250319284802043,0.8250319284802043,0.8250319284802043,0.8250319284802043
macro avg,0.7682008467722753,0.8314836207019496,0.7813382681549974,783.0
weighted avg,0.7709792943783091,0.8250319284802043,0.7806185574644651,783.0
